"regsub","year","threshold","model_name","xmin","par1","par2","n","LL","AICc","delta_AICc","AICc_weight","LRT","pvalue"
"AF1","2000","20","Power",262.9569,1.983,0,34238,-265742.5707,531487.1416,0,0.7311,0,0.9929
"AF1","2000","20","PowerExp",262.9569,1.983,0,34238,-265742.5708,531489.1419,2.0003,0.2689,0,0.9929
"AF1","2000","20","LogNormPos",262.9569,0,2.7751,34238,-266099.06,532202.1204,714.9788,0,356.4893,0
"AF1","2000","20","Exp",262.9569,0.0001,0,34238,-364342.6146,728687.2293,197200.0877,0,98600.0439,0
"AF1","2000","25","Power",187.8263,1.9695,0,44950,-336936.4237,673874.8474,0,0.7311,0,0.9935
"AF1","2000","25","PowerExp",187.8263,1.9695,0,44950,-336936.4237,673876.8477,2.0002,0.2689,0,0.9935
"AF1","2000","25","LogNormPos",187.8263,0,2.7369,44950,-337461.5812,674927.1627,1052.3153,0,525.1576,0
"AF1","2000","25","Exp",187.8263,0.0001,0,44950,-460304.877,920611.754,246736.9065,0,123368.4533,0
"AF1","2000","30","Power",155.6275,1.9594,0,47006,-346469.0608,692940.1217,0,0.7311,0,0.9932
"AF1","2000","30","PowerExp",155.6275,1.9594,0,47006,-346469.0608,692942.122,2.0002,0.2689,0,0.9932
"AF1","2000","30","LogNormPos",155.6275,0,2.7191,47006,-347038.5015,694081.0032,1140.8815,0,569.4407,0
"AF1","2000","30","Exp",155.6275,0.0002,0,47006,-473569.2322,947140.4645,254200.3428,0,127100.1714,0
"AF1","2000","35","Power",246.8575,1.9365,0,25510,-199086.2974,398174.5949,0,0.7311,0,0.9948
"AF1","2000","35","PowerExp",246.8575,1.9366,0,25510,-199086.2974,398176.5953,2.0004,0.2689,0,0.9948
"AF1","2000","35","LogNormPos",246.8575,0,2.8474,25510,-199331.6383,398667.277,492.6821,0,245.3409,0
"AF1","2000","35","Exp",246.8575,0.0001,0,25510,-266542.1038,533086.2077,134911.6128,0,67455.8064,0
"AF1","2000","40","Power",155.6275,1.9454,0,32989,-243840.8842,487683.7686,0,0.7311,0.0002,0.9846
"AF1","2000","40","PowerExp",155.6275,1.9453,0,32989,-243840.8844,487685.7692,2.0006,0.2689,0.0002,0.9846
"AF1","2000","40","LogNormPos",155.6275,0,2.7436,32989,-244218.8289,488441.6582,757.8897,0,377.9447,0
"AF1","2000","40","Exp",155.6275,0.0001,0,32989,-335662.2166,671326.4334,183642.6649,0,91821.3324,0
"AF1","2001","20","Power",225.3916,1.9805,0,38619,-294575.4357,589152.8714,0,0.7311,0,0.9948
"AF1","2001","20","PowerExp",225.3916,1.9805,0,38619,-294575.4357,589154.8717,2.0002,0.2689,0,0.9948
"AF1","2001","20","LogNormPos",225.3916,0,2.7491,38619,-294945.3942,589894.7887,741.9173,0,369.9585,0
"AF1","2001","20","Exp",225.3916,0.0001,0,38619,-412590.5395,825183.0791,236030.2077,0,118015.1039,0
"AF1","2001","25","Power",257.5904,1.9655,0,35918,-279125.8661,558253.7322,0,0.7311,0.0001,0.9896
"AF1","2001","25","PowerExp",257.5904,1.9656,0,35918,-279125.8661,558255.7326,2.0004,0.2689,0.0001,0.9896
"AF1","2001","25","LogNormPos",257.5904,0,2.8021,35918,-279490.0283,558984.057,730.3247,0,364.1622,0
"AF1","2001","25","Exp",257.5904,0.0001,0,35918,-376898.3456,753798.6914,195544.9592,0,97772.4796,0
"AF1","2001","30","Power",118.0623,1.97,0,68257,-486529.5009,973061.0018,0,0.7311,0.0001,0.991
"AF1","2001","30","PowerExp",118.0623,1.9699,0,68257,-486529.5009,973063.0021,2.0002,0.2689,0.0001,0.991
"AF1","2001","30","LogNormPos",118.0623,0,2.6462,68257,-487410.5148,974825.0297,1764.0279,0,881.0139,0
"AF1","2001","30","Exp",118.0623,0.0002,0,68257,-671275.2764,1342552.5528,369491.551,0,184745.7755,0
"AF1","2001","35","Power",155.6275,1.9599,0,39596,-291215.6558,582433.3116,0,0.7311,0,0.9935
"AF1","2001","35","PowerExp",155.6275,1.9599,0,39596,-291215.6558,582435.3119,2.0003,0.2689,0,0.9935
"AF1","2001","35","LogNormPos",155.6275,0,2.7188,39596,-291710.1173,583424.2349,990.9233,0,494.4615,0
"AF1","2001","35","Exp",155.6275,0.0002,0,39596,-399946.7818,799895.5638,217462.2521,0,108731.1261,0
"AF1","2001","40","Power",230.7581,1.9306,0,23326,-180857.239,361716.4782,0,0.7311,0,0.9983
"AF1","2001","40","PowerExp",230.7581,1.9306,0,23326,-180857.239,361718.4785,2.0003,0.2689,0,0.9983
"AF1","2001","40","LogNormPos",230.7581,0,2.855,23326,-181090.9939,362185.9883,469.5102,0,233.7549,0
"AF1","2001","40","Exp",230.7581,0.0001,0,23326,-243506.7734,487015.547,125299.0688,0,62649.5344,0
"AF1","2002","20","Power",193.1928,1.9883,0,42074,-314513.5399,629029.08,0,0.7311,0.0002,0.986
"AF1","2002","20","PowerExp",193.1928,1.9882,0,42074,-314513.5401,629031.0805,2.0005,0.2689,0.0002,0.986
"AF1","2002","20","LogNormPos",193.1928,0,2.706,42074,-314919.3395,629842.6792,813.5993,0,405.7995,0
"AF1","2002","20","Exp",193.1928,0.0001,0,42074,-447715.1736,895432.3473,266403.2674,0,133201.6337,0
"AF1","2002","25","Power",171.7269,1.9596,0,42261,-315003.1094,630008.2188,0,0.7311,0,0.9921
"AF1","2002","25","PowerExp",171.7269,1.9597,0,42261,-315003.1094,630010.2191,2.0003,0.2689,0,0.9921
"AF1","2002","25","LogNormPos",171.7269,0,2.7392,42261,-315540.8494,631085.6992,1077.4803,0,537.7401,0
"AF1","2002","25","Exp",171.7269,0.0001,0,42261,-443684.3128,887370.6256,257362.4068,0,128681.2034,0
"AF1","2002","30","Power",203.9257,1.9403,0,33901,-258237.8403,516477.6807,0,0.7311,0,0.9937
"AF1","2002","30","PowerExp",203.9257,1.9402,0,33901,-258237.8403,516479.681,2.0003,0.2689,0,0.9937
"AF1","2002","30","LogNormPos",203.9257,0,2.8071,33901,-258640.4461,517284.8925,807.2118,0,402.6058,0
"AF1","2002","30","Exp",203.9257,0.0001,0,33901,-356298.7319,712599.464,196121.7833,0,98060.8916,0
"AF1","2002","35","Power",107.3293,1.9354,0,55961,-398359.308,796720.6161,0,0.7311,0.0001,0.9877
"AF1","2002","35","PowerExp",107.3293,1.9354,0,55961,-398359.3081,796722.6164,2.0004,0.2689,0.0001,0.9877
"AF1","2002","35","LogNormPos",107.3293,0,2.6933,55961,-399201.4039,798406.808,1686.1919,0,842.0959,0
"AF1","2002","35","Exp",107.3293,0.0002,0,55961,-563288.8796,1126579.7592,329859.1432,0,164929.5716,0
"AF1","2002","40","Power",150.2611,1.9229,0,38518,-285105.7257,570213.4515,0,0.7311,-0.0001,0.9901
"AF1","2002","40","PowerExp",150.2611,1.9229,0,38518,-285105.7256,570215.4516,2.0001,0.2689,-0.0001,0.9901
"AF1","2002","40","LogNormPos",150.2611,0,2.7831,38518,-285634.0414,571272.0831,1058.6316,0,528.3157,0
"AF1","2002","40","Exp",150.2611,0.0001,0,38518,-392499.1517,785000.3036,214786.8521,0,107393.426,0
"AF1","2003","20","Power",166.3605,1.9777,0,46926,-346277.0927,692556.1855,0,0.7311,0.0001,0.9894
"AF1","2003","20","PowerExp",166.3605,1.9777,0,46926,-346277.0928,692558.1858,2.0003,0.2689,0.0001,0.9894
"AF1","2003","20","LogNormPos",166.3605,0,2.7082,46926,-346734.8042,693473.6086,917.4231,0,457.7115,0
"AF1","2003","20","Exp",166.3605,0.0001,0,46926,-492298.0749,984598.15,292041.9645,0,146020.9823,0
"AF1","2003","25","Power",246.8575,1.9631,0,30444,-235636.6269,471275.2539,0,0.7311,0.0001,0.9885
"AF1","2003","25","PowerExp",246.8575,1.9631,0,30444,-235636.627,471277.2544,2.0005,0.2689,0.0001,0.9885
"AF1","2003","25","LogNormPos",246.8575,0,2.7992,30444,-235957.6678,471919.336,644.082,0,321.0409,0
"AF1","2003","25","Exp",246.8575,0.0001,0,30444,-323911.409,647824.8182,176549.5642,0,88274.7821,0
"AF1","2003","30","Power",155.6275,1.9557,0,42085,-310578.7276,621159.4553,0,0.7311,0.0001,0.9875
"AF1","2003","30","PowerExp",155.6275,1.9557,0,42085,-310578.7277,621161.4557,2.0004,0.2689,0.0001,0.9875
"AF1","2003","30","LogNormPos",155.6275,0,2.727,42085,-311118.4841,622240.9686,1081.5133,0,539.7565,0
"AF1","2003","30","Exp",155.6275,0.0001,0,42085,-433288.1934,866578.387,245418.9317,0,122709.4658,0
"AF1","2003","35","Power",155.6275,1.9384,0,37059,-274787.5651,549577.1302,0,0.7311,0.0002,0.9833
"AF1","2003","35","PowerExp",155.6275,1.9383,0,37059,-274787.5653,549579.1309,2.0007,0.2689,0.0002,0.9833
"AF1","2003","35","LogNormPos",155.6275,0,2.7573,37059,-275226.6679,550457.3361,880.2059,0,439.1028,0
"AF1","2003","35","Exp",155.6275,0.0001,0,37059,-381689.9145,763381.8292,213804.699,0,106902.3495,0
"AF1","2003","40","Power",139.5281,1.9309,0,36062,-264254.0288,528510.0576,0,0.7311,0.0002,0.9854
"AF1","2003","40","PowerExp",139.5281,1.9309,0,36062,-264254.0289,528512.0582,2.0006,0.2689,0.0002,0.9854
"AF1","2003","40","LogNormPos",139.5281,0,2.7502,36062,-264695.5335,529395.0673,885.0097,0,441.5047,0
"AF1","2003","40","Exp",139.5281,0.0001,0,36062,-368716.1143,737434.2287,208924.1711,0,104462.0855,0
"AF1","2004","20","Power",289.7892,1.9769,0,27634,-217219.191,434440.3821,0,0.7311,0.0001,0.9903
"AF1","2004","20","PowerExp",289.7892,1.9769,0,27634,-217219.1911,434442.3825,2.0004,0.2689,0.0001,0.9903
"AF1","2004","20","LogNormPos",289.7892,0,2.8033,27634,-217493.3471,434990.6946,550.3125,0,274.1561,0
"AF1","2004","20","Exp",289.7892,0.0001,0,27634,-299733.5184,599469.0368,165028.6547,0,82514.3274,0
"AF1","2004","25","Power",252.2239,1.9529,0,29093,-226662.9738,453327.9478,0,0.7311,0.0001,0.9905
"AF1","2004","25","PowerExp",252.2239,1.953,0,29093,-226662.9739,453329.9482,2.0004,0.2689,0.0001,0.9905
"AF1","2004","25","LogNormPos",252.2239,0,2.8222,29093,-226974.1792,453952.3588,624.411,0,311.2054,0
"AF1","2004","25","Exp",252.2239,0.0001,0,29093,-309240.6095,618483.2191,165155.2713,0,82577.6356,0
"AF1","2004","30","Power",246.8575,1.9461,0,28069,-218250.6648,436503.3297,0,0.7311,0.0001,0.9908
"AF1","2004","30","PowerExp",246.8575,1.9461,0,28069,-218250.6649,436505.3301,2.0004,0.2689,0.0001,0.9908
"AF1","2004","30","LogNormPos",246.8575,0,2.8323,28069,-218572.1047,437148.2098,644.88,0,321.4399,0
"AF1","2004","30","Exp",246.8575,0.0001,0,28069,-294969.4694,589940.939,153437.6093,0,76718.8046,0
"AF1","2004","35","Power",166.3605,1.9502,0,35927,-267139.4543,534280.9087,0,0.7311,0.0002,0.9831
"AF1","2004","35","PowerExp",166.3605,1.9501,0,35927,-267139.4545,534282.9094,2.0007,0.2689,0.0002,0.9831
"AF1","2004","35","LogNormPos",166.3605,0,2.7483,35927,-267558.6192,535121.2387,840.33,0,419.1649,0
"AF1","2004","35","Exp",166.3605,0.0001,0,35927,-366422.0257,732846.0516,198565.1429,0,99282.5714,0
"AF1","2004","40","Power",101.9629,1.9242,0,43403,-308584.4133,617170.8266,0,0.7311,0,0.9939
"AF1","2004","40","PowerExp",101.9629,1.9242,0,43403,-308584.4132,617172.8267,2.0001,0.2689,0,0.9939
"AF1","2004","40","LogNormPos",101.9629,0,2.7036,43403,-309236.086,618476.1724,1305.3458,0,651.6728,0
"AF1","2004","40","Exp",101.9629,0.0002,0,43403,-435478.8747,870959.7496,253788.923,0,126894.4615,0
"AF1","2005","20","Power",295.1557,1.973,0,26442,-208289.5522,416581.1045,0,0.7311,0,0.9934
"AF1","2005","20","PowerExp",295.1557,1.9731,0,26442,-208289.5522,416583.1049,2.0004,0.2689,0,0.9934
"AF1","2005","20","LogNormPos",295.1557,0,2.8131,26442,-208542.6372,417089.2748,508.1703,0,253.085,0
"AF1","2005","20","Exp",295.1557,0.0001,0,26442,-286767.4305,573536.8611,156955.7566,0,78477.8783,0
"AF1","2005","25","Power",236.1245,1.9475,0,30120,-232840.6714,465683.3428,0,0.7311,0.0001,0.9918
"AF1","2005","25","PowerExp",236.1245,1.9475,0,30120,-232840.6714,465685.3432,2.0004,0.2689,0.0001,0.9918
"AF1","2005","25","LogNormPos",236.1245,0,2.8189,30120,-233150.1085,466304.2175,620.8746,0,309.4372,0
"AF1","2005","25","Exp",236.1245,0.0001,0,30120,-317996.8049,635995.6099,170312.2671,0,85156.1335,0
"AF1","2005","30","Power",241.491,1.9378,0,25535,-198605.6689,397213.3379,0,0.7311,0,0.9922
"AF1","2005","30","PowerExp",241.491,1.9379,0,25535,-198605.6689,397215.3383,2.0004,0.2689,0,0.9922
"AF1","2005","30","LogNormPos",241.491,0,2.8412,25535,-198861.91,397727.8205,514.4826,0,256.2411,0
"AF1","2005","30","Exp",241.491,0.0001,0,25535,-270006.5943,540015.1887,142801.8509,0,71400.9254,0
"AF1","2005","35","Power",316.6215,1.9185,0,17296,-139219.3784,278440.757,0,0.7311,0,0.9949
"AF1","2005","35","PowerExp",316.6215,1.9185,0,17296,-139219.3784,278442.7575,2.0005,0.2689,0,0.9949
"AF1","2005","35","LogNormPos",316.6215,0,2.9288,17296,-139375.3504,278754.7014,313.9444,0,155.972,0
"AF1","2005","35","Exp",316.6215,0.0001,0,17296,-186435.2713,372872.5429,94431.7859,0,47215.8929,0
"AF1","2005","40","Power",225.3916,1.913,0,20392,-158328.2833,316658.5667,0,0.7311,0,0.9921
"AF1","2005","40","PowerExp",225.3916,1.9129,0,20392,-158328.2832,316660.567,2.0003,0.2689,0,0.9921
"AF1","2005","40","LogNormPos",225.3916,0,2.8761,20392,-158530.7785,317065.5576,406.9909,0,202.4952,0
"AF1","2005","40","Exp",225.3916,0.0001,0,20392,-215661.9888,431325.9779,114667.4112,0,57333.7056,0
"AF1","2006","20","Power",499.0814,1.9711,0,16167,-134854.6849,269711.3701,0,0.7311,0,0.9924
"AF1","2006","20","PowerExp",499.0814,1.9711,0,16167,-134854.685,269713.3707,2.0006,0.2689,0,0.9924
"AF1","2006","20","LogNormPos",499.0814,0,2.9107,16167,-134988.2163,269980.4333,269.0632,0,133.5314,0
"AF1","2006","20","Exp",499.0814,0,0,16167,-185703.1304,371408.261,101696.8909,0,50848.4455,0
"AF1","2006","25","Power",273.6898,1.9431,0,29380,-231523.6283,463049.2568,0,0.7311,0,0.9986
"AF1","2006","25","PowerExp",273.6898,1.9431,0,29380,-231523.6283,463051.257,2.0003,0.2689,0,0.9986
"AF1","2006","25","LogNormPos",273.6898,0,2.8555,29380,-231826.9564,463657.9133,608.6565,0,303.3281,0
"AF1","2006","25","Exp",273.6898,0.0001,0,29380,-315877.2621,631756.5244,168707.2677,0,84353.6338,0
"AF1","2006","30","Power",321.988,1.9366,0,23590,-189633.2456,379268.4914,0,0.7311,0.0002,0.9824
"AF1","2006","30","PowerExp",321.988,1.9367,0,23590,-189633.2459,379270.4923,2.0008,0.2689,0.0002,0.9824
"AF1","2006","30","LogNormPos",321.988,0,2.8966,23590,-189848.2226,379700.4458,431.9543,0,214.977,0
"AF1","2006","30","Exp",321.988,0.0001,0,23590,-253472.6215,506947.2432,127678.7517,0,63839.3759,0
"AF1","2006","35","Power",171.7269,1.9441,0,37256,-278462.9743,556927.9487,0,0.7311,0,0.9972
"AF1","2006","35","PowerExp",171.7269,1.9441,0,37256,-278462.9743,556929.949,2.0002,0.2689,0,0.9972
"AF1","2006","35","LogNormPos",171.7269,0,2.7656,37256,-278892.4263,557788.853,860.9042,0,429.452,0
"AF1","2006","35","Exp",171.7269,0.0001,0,37256,-381107.8734,762217.7469,205289.7982,0,102644.8991,0
"AF1","2006","40","Power",268.3233,1.9205,0,20498,-161951.0062,323904.0126,0,0.7311,-0.0001,0.9899
"AF1","2006","40","PowerExp",268.3233,1.9205,0,20498,-161951.0061,323906.0128,2.0002,0.2689,-0.0001,0.9899
"AF1","2006","40","LogNormPos",268.3233,0,2.8944,20498,-162140.1192,324284.239,380.2264,0,189.113,0
"AF1","2006","40","Exp",268.3233,0.0001,0,20498,-217448.4141,434898.8284,110994.8158,0,55497.4079,0
"AF1","2007","20","Power",118.0623,1.9843,0,66206,-469703.7175,939409.4351,0,0.7311,0.0001,0.9898
"AF1","2007","20","PowerExp",118.0623,1.9843,0,66206,-469703.7176,939411.4354,2.0003,0.2689,0.0001,0.9898
"AF1","2007","20","LogNormPos",118.0623,0,2.6201,66206,-470475.9974,940955.9951,1546.56,0,772.2799,0
"AF1","2007","20","Exp",118.0623,0.0001,0,66206,-683551.4709,1367104.9418,427695.5067,0,213847.7533,0
"AF1","2007","25","Power",305.8886,1.9634,0,25702,-203805.035,407612.0701,0,0.7311,0.0001,0.9876
"AF1","2007","25","PowerExp",305.8886,1.9635,0,25702,-203805.0351,407614.0707,2.0006,0.2689,0.0001,0.9876
"AF1","2007","25","LogNormPos",305.8886,0,2.8387,25702,-204075.8488,408155.6982,543.628,0,270.8139,0
"AF1","2007","25","Exp",305.8886,0.0001,0,25702,-278963.7676,557929.5354,150317.4653,0,75158.7327,0
"AF1","2007","30","Power",171.7269,1.9516,0,39113,-291544.2028,583090.4058,0,0.7311,0.0001,0.9887
"AF1","2007","30","PowerExp",171.7269,1.9515,0,39113,-291544.2029,583092.4062,2.0004,0.2689,0.0001,0.9887
"AF1","2007","30","LogNormPos",171.7269,0,2.7538,39113,-292041.3923,584086.7848,996.379,0,497.1894,0
"AF1","2007","30","Exp",171.7269,0.0001,0,39113,-406343.8424,812689.6849,229599.2791,0,114799.6395,0
"AF1","2007","35","Power",171.7269,1.9323,0,36188,-271550.3147,543102.6295,0,0.7311,0,0.9966
"AF1","2007","35","PowerExp",171.7269,1.9324,0,36188,-271550.3147,543104.6297,2.0002,0.2689,0,0.9966
"AF1","2007","35","LogNormPos",171.7269,0,2.789,36188,-271995.657,543995.3144,892.6849,0,445.3424,0
"AF1","2007","35","Exp",171.7269,0.0001,0,36188,-373436.3454,746874.6909,203772.0614,0,101886.0307,0
"AF1","2007","40","Power",118.0623,1.9273,0,45420,-327419.2546,654840.5093,0,0.7311,0,0.9957
"AF1","2007","40","PowerExp",118.0623,1.9273,0,45420,-327419.2546,654842.5095,2.0001,0.2689,0,0.9957
"AF1","2007","40","LogNormPos",118.0623,0,2.7264,45420,-328061.8407,656127.6816,1287.1723,0,642.5861,0
"AF1","2007","40","Exp",118.0623,0.0002,0,45420,-456700.8958,913403.7917,258563.2823,0,129281.6412,0
"AF1","2008","20","Power",252.2239,1.987,0,32065,-247403.2998,494808.5998,0,0.7311,0,0.9962
"AF1","2008","20","PowerExp",252.2239,1.987,0,32065,-247403.2998,494810.6001,2.0003,0.2689,0,0.9962
"AF1","2008","20","LogNormPos",252.2239,0,2.7607,32065,-247741.4483,495486.897,678.2972,0,338.1485,0
"AF1","2008","20","Exp",252.2239,0.0001,0,32065,-345198.8403,690399.6806,195591.0808,0,97795.5404,0
"AF1","2008","25","Power",177.0934,1.9578,0,39887,-297632.0275,595266.0552,0,0.7311,0.0001,0.9911
"AF1","2008","25","PowerExp",177.0934,1.9579,0,39887,-297632.0276,595268.0555,2.0003,0.2689,0.0001,0.9911
"AF1","2008","25","LogNormPos",177.0934,0,2.7494,39887,-298155.6498,596315.2999,1049.2448,0,523.6223,0
"AF1","2008","25","Exp",177.0934,0.0001,0,39887,-415933.3037,831868.6075,236602.5523,0,118301.2761,0
"AF1","2008","30","Power",107.3293,1.9492,0,57250,-406024.1845,812050.3692,0,0.7311,0,0.9931
"AF1","2008","30","PowerExp",107.3293,1.9491,0,57250,-406024.1846,812052.3694,2.0002,0.2689,0,0.9931
"AF1","2008","30","LogNormPos",107.3293,0,2.6669,57250,-406850.0587,813704.1177,1653.7485,0,825.8742,0
"AF1","2008","30","Exp",107.3293,0.0002,0,57250,-576129.0257,1152260.0515,340209.6824,0,170104.8412,0
"AF1","2008","35","Power",246.8575,1.9311,0,24367,-190458.5964,380919.193,0,0.7311,0,0.9987
"AF1","2008","35","PowerExp",246.8575,1.9311,0,24367,-190458.5964,380921.1933,2.0003,0.2689,0,0.9987
"AF1","2008","35","LogNormPos",246.8575,0,2.8583,24367,-190699.6845,381403.3695,484.1765,0,241.0881,0
"AF1","2008","35","Exp",246.8575,0.0001,0,24367,-257546.7132,515095.4266,134176.2335,0,67088.1168,0
"AF1","2008","40","Power",429.3173,1.924,0,13034,-108449.9725,216901.9452,0,0.7311,0,0.993
"AF1","2008","40","PowerExp",429.3173,1.9241,0,13034,-108449.9724,216903.9458,2.0005,0.2689,0,0.993
"AF1","2008","40","LogNormPos",429.3173,0,2.9743,13034,-108562.232,217128.465,226.5198,0,112.2596,0
"AF1","2008","40","Exp",429.3173,0.0001,0,13034,-143252.7026,286507.4054,69605.4602,0,34802.7301,0
"AF1","2009","20","Power",257.5904,1.9865,0,32952,-255074.8231,510151.6463,0,0.7311,0,0.9926
"AF1","2009","20","PowerExp",257.5904,1.9865,0,32952,-255074.8231,510153.6466,2.0003,0.2689,0,0.9926
"AF1","2009","20","LogNormPos",257.5904,0,2.7599,32952,-255408.9192,510821.8388,670.1925,0,334.0961,0
"AF1","2009","20","Exp",257.5904,0.0001,0,32952,-354250.9031,708503.8063,198352.16,0,99176.08,0
"AF1","2009","25","Power",177.0934,1.9689,0,43310,-322481.9155,644965.8311,0,0.7311,0.0001,0.9866
"AF1","2009","25","PowerExp",177.0934,1.9689,0,43310,-322481.9157,644967.8316,2.0005,0.2689,0.0001,0.9866
"AF1","2009","25","LogNormPos",177.0934,0,2.7293,43310,-323052.9151,646109.8305,1143.9994,0,570.9996,0
"AF1","2009","25","Exp",177.0934,0.0001,0,43310,-447619.9397,895241.8796,250276.0484,0,125138.0242,0
"AF1","2009","30","Power",150.2611,1.9457,0,45512,-335072.4174,670146.8348,0,0.7311,0.0003,0.9819
"AF1","2009","30","PowerExp",150.2611,1.9456,0,45512,-335072.4176,670148.8355,2.0007,0.2689,0.0003,0.9819
"AF1","2009","30","LogNormPos",150.2611,0,2.7385,45512,-335654.7718,671313.544,1166.7092,0,582.3545,0
"AF1","2009","30","Exp",150.2611,0.0001,0,45512,-461792.9283,923587.8566,253441.0218,0,126720.5109,0
"AF1","2009","35","Power",160.994,1.9224,0,38407,-286498.244,572998.488,0,0.731,-0.0002,0.9837
"AF1","2009","35","PowerExp",160.994,1.9224,0,38407,-286498.2438,573000.4878,1.9998,0.269,-0.0002,0.9837
"AF1","2009","35","LogNormPos",160.994,0,2.7939,38407,-286937.1001,573878.2005,879.7124,0,438.8561,0
"AF1","2009","35","Exp",160.994,0.0001,0,38407,-388969.8618,777941.7236,204943.2356,0,102471.6178,0
"AF1","2009","40","Power",214.6587,1.9081,0,24946,-192752.5166,385507.0335,0,0.7309,-0.0007,0.9697
"AF1","2009","40","PowerExp",214.6587,1.9081,0,24946,-192752.5159,385509.0323,1.9989,0.2691,-0.0007,0.9697
"AF1","2009","40","LogNormPos",214.6587,0,2.8661,24946,-192977.0141,385958.0286,450.9951,0,224.4974,0
"AF1","2009","40","Exp",214.6587,0.0001,0,24946,-258298.0715,516598.1431,131091.1097,0,65545.5548,0
"AF1","2010","20","Power",402.485,1.9694,0,21341,-174305.0458,348612.0917,0,0.9998,7.7704,0.0001
"AF1","2010","20","PowerExp",402.485,1.9436,0,21341,-174312.8162,348629.6329,17.5412,0.0002,7.7704,0.0001
"AF1","2010","20","LogNormPos",402.485,0,2.8771,21341,-174510.8041,349025.6087,413.517,0,205.7583,0
"AF1","2010","20","Exp",402.485,0,0,21341,-237655.3156,475312.6314,126700.5397,0,63350.2698,0
"AF1","2010","25","Power",257.5904,1.9702,0,28823,-224017.5108,448037.0218,0,0.7311,0,0.9923
"AF1","2010","25","PowerExp",257.5904,1.9702,0,28823,-224017.5109,448039.0221,2.0004,0.2689,0,0.9923
"AF1","2010","25","LogNormPos",257.5904,0,2.795,28823,-224331.5213,448667.043,630.0213,0,314.0105,0
"AF1","2010","25","Exp",257.5904,0.0001,0,28823,-307977.8224,615957.645,167920.6232,0,83960.3116,0
"AF1","2010","30","Power",118.0623,1.9434,0,54039,-387819.3124,775640.6248,0,0.7311,0,0.9931
"AF1","2010","30","PowerExp",118.0623,1.9433,0,54039,-387819.3124,775642.6251,2.0002,0.2689,0,0.9931
"AF1","2010","30","LogNormPos",118.0623,0,2.6974,54039,-388615.5891,777235.1784,1594.5535,0,796.2767,0
"AF1","2010","30","Exp",118.0623,0.0002,0,54039,-543664.5298,1087331.0598,311690.4349,0,155845.2175,0
"AF1","2010","35","Power",214.6587,1.9243,0,29535,-227447.3644,454896.7289,0,0.7311,0,0.9936
"AF1","2010","35","PowerExp",214.6587,1.9244,0,29535,-227447.3644,454898.7292,2.0003,0.2689,0,0.9936
"AF1","2010","35","LogNormPos",214.6587,0,2.847,29535,-227787.1326,455578.2657,681.5368,0,339.7683,0
"AF1","2010","35","Exp",214.6587,0.0001,0,29535,-306364.2978,612730.5957,157833.8669,0,78916.9334,0
"AF1","2010","40","Power",193.1928,1.92,0,30984,-236139.45,472280.9,0,0.731,-0.0003,0.9794
"AF1","2010","40","PowerExp",193.1928,1.92,0,30984,-236139.4496,472282.8996,1.9996,0.269,-0.0003,0.9794
"AF1","2010","40","LogNormPos",193.1928,0,2.8347,30984,-236498.2121,473000.4245,719.5245,0,358.7621,0
"AF1","2010","40","Exp",193.1928,0.0001,0,30984,-317157.5532,634317.1066,162036.2066,0,81018.1033,0
"AF1","2011","20","Power",257.5904,1.9773,0,32088,-248560.9252,497123.8505,0,0.7311,0,0.997
"AF1","2011","20","PowerExp",257.5904,1.9773,0,32088,-248560.9252,497125.8507,2.0003,0.2689,0,0.997
"AF1","2011","20","LogNormPos",257.5904,0,2.7836,32088,-248909.3024,497822.6052,698.7547,0,348.3772,0
"AF1","2011","20","Exp",257.5904,0.0001,0,32088,-342048.6336,684099.2673,186975.4168,0,93487.7084,0
"AF1","2011","25","Power",166.3605,1.954,0,42612,-316567.9838,633137.9677,0,0.7311,0.0001,0.9914
"AF1","2011","25","PowerExp",166.3605,1.954,0,42612,-316567.9839,633139.968,2.0003,0.2689,0.0001,0.9914
"AF1","2011","25","LogNormPos",166.3605,0,2.7433,42612,-317114.8608,634233.7218,1095.7541,0,546.8769,0
"AF1","2011","25","Exp",166.3605,0.0001,0,42612,-438972.8641,877947.7284,244809.7606,0,122404.8803,0
"AF1","2011","30","Power",198.5593,1.9313,0,32077,-244585.3205,489172.6411,0,0.7311,0,0.9993
"AF1","2011","30","PowerExp",198.5593,1.9313,0,32077,-244585.3205,489174.6413,2.0003,0.2689,0,0.9993
"AF1","2011","30","LogNormPos",198.5593,0,2.8188,32077,-244965.2208,489934.4419,761.8008,0,379.9003,0
"AF1","2011","30","Exp",198.5593,0.0001,0,32077,-333293.8706,666589.7414,177417.1003,0,88708.5501,0
"AF1","2011","35","Power",220.0251,1.9014,0,24624,-191375.9545,382753.9091,0,0.731,-0.0007,0.9712
"AF1","2011","35","PowerExp",220.0251,1.9014,0,24624,-191375.9538,382755.9081,1.999,0.269,-0.0007,0.9712
"AF1","2011","35","LogNormPos",220.0251,0,2.8949,24624,-191623.7592,383251.5189,497.6098,0,247.8048,0
"AF1","2011","35","Exp",220.0251,0.0001,0,24624,-258403.1499,516808.3,134054.3909,0,67027.1954,0
"AF1","2011","40","Power",166.3605,1.9043,0,27872,-209845.1135,419692.2271,0,0.731,-0.0004,0.9767
